Date,Transect,Segment,Surveyed?,Wind speed,Wind direction,Weather,Visibility,Waveheight,Whitecaps,Observer_Left,Observer_Right,Onsurvey_Left,Onsurvey_Right,Glare_Left,Glare_Right,Observerconditions_Left,Observerconditions_Right,Comments
17/08/2011,11,1117,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,11,1118,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,11,1119,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,11,1120,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,11,1121,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,11,1122,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1401,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1402,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1403,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1404,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1405,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1406,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1407,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1408,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1409,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1410,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1411,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1412,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1413,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1414,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1415,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1416,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1417,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1418,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1419,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1420,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1421,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1422,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1423,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
17/08/2011,14,1424,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
25/07/2011,9,901,Yes,5-10,NE,Mostly Cloudy,>5,2-3,None,KW,JV,Yes,Yes,None,Minimal,Excellent,Excellent,
02/05/2011,17,1701,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,No,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2105,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2106,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2107,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2108,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2109,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2110,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2111,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2112,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2113,Yes,10-15,N,Mostly Sunny,>5,2-3,Minimal,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1702,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1703,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1704,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1705,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1706,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1707,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1708,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1709,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1710,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1711,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1712,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1713,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1714,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1715,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1716,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1717,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1718,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1719,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1720,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1721,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1722,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
02/05/2011,17,1723,Yes,<5,SW,Mostly Cloudy,>5,<1,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2101,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2102,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2103,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,21,2104,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,901,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,902,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,903,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,904,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,905,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,906,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,907,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,908,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,909,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,910,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
23/02/2011,9,911,Yes,10-15,N,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2001,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2002,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2003,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2004,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2005,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2006,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2007,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2008,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2009,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2010,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2011,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2012,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2013,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2014,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2015,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2016,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2017,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2018,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2019,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2020,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2021,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2022,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
17/08/2011,20,2023,Yes,>5,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,901,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,902,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,903,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,904,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,905,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,906,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,907,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,908,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,909,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,910,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,911,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,912,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,913,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,914,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,915,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,916,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,917,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,918,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,919,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,920,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,921,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
09/06/2012,9,922,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,Minimal,None,Excellent,Excellent,
24/03/2012,7,701,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,702,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,703,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,704,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,705,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,706,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,707,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,708,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
24/03/2012,7,709,Yes,5-10,E,Mostly Cloudy,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
28/01/2012,1,101,Yes,5-10,SW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
28/01/2012,1,102,Yes,5-10,SW,Sunny,>5,1-2,Minimal,KW,EJ,Yes,Yes,None,None,Excellent,Excellent,
15/03/2011,23,2301,Yes,5-10,SE,Mostly Sunny,>5,<1,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
15/03/2011,23,2302,Yes,5-10,SE,Mostly Sunny,>5,<1,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
15/03/2011,23,2303,Yes,5-10,SE,Mostly Sunny,>5,<1,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
15/03/2011,23,2304,Yes,5-10,SE,Mostly Sunny,>5,<1,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
19/04/2011,1,101,Yes,5-10,NE,Overcast,2-3,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
19/04/2011,1,102,Yes,5-10,NE,Overcast,2-3,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
02/05/2011,2,201,Yes,5-10,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
02/05/2011,2,202,Yes,5-10,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
02/05/2011,2,203,Yes,5-10,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
02/05/2011,2,204,Yes,5-10,SW,Mostly Sunny,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1501,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1502,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1503,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1504,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1505,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1506,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1507,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1508,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1509,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1510,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1511,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1512,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1513,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1514,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1515,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1516,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1517,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1518,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1519,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1520,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1521,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1522,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,15,1523,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1801,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1802,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1803,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1804,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1805,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1806,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1807,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1808,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1809,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1810,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1811,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1812,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1813,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1814,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1815,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1816,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1817,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1818,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1819,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1820,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1821,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1822,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,18,1823,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2101,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2102,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2103,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2104,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2105,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2106,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2107,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2108,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
09/06/2012,21,2109,Yes,5-10,W,Overcast,>5,1-2,None,KW,JV,Yes,Yes,None,None,Excellent,Excellent,
